# pulled from biomart on 2025-10-17
"Gene.stable.ID"	"Gene.stable.ID.version"	"Transcript.stable.ID"	"Transcript.stable.ID.version"	"RefSeq.match.transcript..MANE.Select."
"ENSG00000180613"	"ENSG00000180613.11"	"ENST00000326902"	"ENST00000326902.7"	"NM_133267.3"
"ENSG00000177432"	"ENSG00000177432.8"	"ENST00000323061"	"ENST00000323061.7"	"NM_153757.4"
"ENSG00000158258"	"ENSG00000158258.16"	"ENST00000458420"	"ENST00000458420.7"	"NM_022131.3"
"ENSG00000118156"	"ENSG00000118156.13"	"ENST00000391901"	"ENST00000391901.8"	"NM_001277075.3"
"ENSG00000188076"	"ENSG00000188076.3"	"ENST00000342878"	"ENST00000342878.3"	"NM_145651.3"
"ENSG00000268480"	"ENSG00000268480.4"	"ENST00000691075"	"ENST00000691075.1"	"NM_001378600.1"
"ENSG00000133103"	"ENSG00000133103.19"	"ENST00000455146"	"ENST00000455146.8"	"NM_020751.3"
"ENSG00000136514"	"ENSG00000136514.3"	"ENST00000259030"	"ENST00000259030.3"	"NM_022147.3"
"ENSG00000204694"	"ENSG00000204694.13"	"ENST00000377149"	"ENST00000377149.5"	"NM_001394828.1"
"ENSG00000179846"	"ENSG00000179846.11"	"ENST00000686631"	"ENST00000686631.1"	"NM_198478.4"
"ENSG00000174885"	"ENSG00000174885.13"	"ENST00000534750"	"ENST00000534750.6"	"NM_001276700.2"
"ENSG00000206013"	"ENSG00000206013.2"	"ENST00000382614"	"ENST00000382614.2"	"NM_001025295.3"
"ENSG00000100092"	"ENSG00000100092.25"	"ENST00000649765"	"ENST00000649765.2"	"NM_018957.6"
"ENSG00000254415"	"ENSG00000254415.4"	"ENST00000360844"	"ENST00000360844.7"	"NM_001098612.3"
"ENSG00000161888"	"ENSG00000161888.12"	"ENST00000592540"	"ENST00000592540.6"	"NM_182513.4"
"ENSG00000155511"	"ENSG00000155511.19"	"ENST00000285900"	"ENST00000285900.10"	"NM_000827.4"
"ENSG00000075043"	"ENSG00000075043.22"	"ENST00000359125"	"ENST00000359125.7"	"NM_172107.4"
"ENSG00000102100"	"ENSG00000102100.17"	"ENST00000247138"	"ENST00000247138.11"	"NM_005660.3"
"ENSG00000167749"	"ENSG00000167749.12"	"ENST00000324041"	"ENST00000324041.6"	"NM_004917.5"
"ENSG00000145879"	"ENSG00000145879.11"	"ENST00000274565"	"ENST00000274565.5"	"NM_032566.3"
"ENSG00000153303"	"ENSG00000153303.18"	"ENST00000283309"	"ENST00000283309.11"	"NM_024919.6"
"ENSG00000100418"	"ENSG00000100418.9"	"ENST00000263256"	"ENST00000263256.7"	"NM_015704.3"
"ENSG00000204909"	"ENSG00000204909.8"	"ENST00000377906"	"ENST00000377906.2"	"NM_001040433.2"
"ENSG00000138246"	"ENSG00000138246.17"	"ENST00000260818"	"ENST00000260818.11"	"NM_015268.4"
"ENSG00000230561"	"ENSG00000230561.7"	"ENST00000514853"	"ENST00000514853.5"	"NM_001317938.2"
"ENSG00000171204"	"ENSG00000171204.13"	"ENST00000358867"	"ENST00000358867.11"	"NM_018480.7"
"ENSG00000134160"	"ENSG00000134160.17"	"ENST00000256552"	"ENST00000256552.11"	"NM_001252024.2"
"ENSG00000147027"	"ENSG00000147027.5"	"ENST00000275954"	"ENST00000275954.4"	"NM_031442.4"
"ENSG00000099940"	"ENSG00000099940.13"	"ENST00000215730"	"ENST00000215730.12"	"NM_004782.4"
"ENSG00000104974"	"ENSG00000104974.12"	"ENST00000251372"	"ENST00000251372.8"	"NM_006863.4"
"ENSG00000080709"	"ENSG00000080709.17"	"ENST00000673685"	"ENST00000673685.1"	"NM_021614.4"
"ENSG00000179071"	"ENSG00000179071.5"	"ENST00000316398"	"ENST00000316398.5"	"NM_152723.3"
"ENSG00000151364"	"ENSG00000151364.17"	"ENST00000353172"	"ENST00000353172.6"	"NM_023930.4"
"ENSG00000251192"	"ENSG00000251192.9"	"ENST00000683375"	"ENST00000683375.1"	"NM_001190417.2"
"ENSG00000155890"	"ENSG00000155890.4"	"ENST00000286349"	"ENST00000286349.4"	"NM_152616.5"
"ENSG00000172738"	"ENSG00000172738.13"	"ENST00000651039"	"ENST00000651039.2"	"NM_001286401.2"
"ENSG00000099977"	"ENSG00000099977.17"	"ENST00000398344"	"ENST00000398344.9"	"NM_001084392.3"
"ENSG00000172578"	"ENSG00000172578.12"	"ENST00000341319"	"ENST00000341319.8"	"NM_130446.4"
"ENSG00000176463"	"ENSG00000176463.14"	"ENST00000318445"	"ENST00000318445.11"	"NM_013272.4"
"ENSG00000238269"	"ENSG00000238269.10"	"ENST00000374971"	"ENST00000374971.2"	"NM_001015038.3"
"ENSG00000242019"	"ENSG00000242019.2"	"ENST00000291860"	"ENST00000291860.2"	"NM_153443.5"
"ENSG00000102753"	"ENSG00000102753.11"	"ENST00000261667"	"ENST00000261667.8"	"NM_002267.4"
"ENSG00000145757"	"ENSG00000145757.16"	"ENST00000274432"	"ENST00000274432.13"	"NM_031952.4"
"ENSG00000268799"	"ENSG00000268799.4"	"ENST00000600799"	"ENST00000600799.3"	"NM_001371919.1"
"ENSG00000166897"	"ENSG00000166897.17"	"ENST00000402918"	"ENST00000402918.7"	"NM_052906.5"
"ENSG00000269466"	"ENSG00000269466.4"	"ENST00000598383"	"ENST00000598383.3"	"NM_001355258.2"
"ENSG00000134440"	"ENSG00000134440.13"	"ENST00000256854"	"ENST00000256854.10"	"NM_004539.4"
"ENSG00000166341"	"ENSG00000166341.9"	"ENST00000299441"	"ENST00000299441.5"	"NM_003737.4"
"ENSG00000152377"	"ENSG00000152377.15"	"ENST00000394945"	"ENST00000394945.6"	"NM_004598.4"
"ENSG00000254550"	"ENSG00000254550.1"	"ENST00000529803"	"ENST00000529803.1"	"NM_006189.1"
"ENSG00000204967"	"ENSG00000204967.13"	"ENST00000530339"	"ENST00000530339.2"	"NM_018907.4"
"ENSG00000122121"	"ENSG00000122121.13"	"ENST00000371106"	"ENST00000371106.4"	"NM_003399.6"
"ENSG00000164236"	"ENSG00000164236.12"	"ENST00000296657"	"ENST00000296657.7"	"NM_001164440.2"
"ENSG00000176029"	"ENSG00000176029.14"	"ENST00000326053"	"ENST00000326053.10"	"NM_020643.3"
"ENSG00000189420"	"ENSG00000189420.10"	"ENST00000338647"	"ENST00000338647.7"	"NM_001136273.2"
"ENSG00000186431"	"ENSG00000186431.19"	"ENST00000355524"	"ENST00000355524.8"	"NM_002000.4"
"ENSG00000255346"	"ENSG00000255346.11"	"ENST00000388866"	"ENST00000388866.8"	"NM_024505.4"
"ENSG00000123572"	"ENSG00000123572.18"	"ENST00000243300"	"ENST00000243300.14"	"NM_198465.4"
"ENSG00000112303"	"ENSG00000112303.14"	"ENST00000326499"	"ENST00000326499.11"	"NM_004665.6"
"ENSG00000141448"	"ENSG00000141448.12"	"ENST00000269216"	"ENST00000269216.10"	"NM_005257.6"
"ENSG00000197213"	"ENSG00000197213.11"	"ENST00000586855"	"ENST00000586855.7"	"NM_001080456.5"
"ENSG00000213822"	"ENSG00000213822.7"	"ENST00000396477"	"ENST00000396477.5"	"NM_001405061.1"
"ENSG00000163638"	"ENSG00000163638.13"	"ENST00000498707"	"ENST00000498707.5"	"NM_182920.2"
"ENSG00000229859"	"ENSG00000229859.10"	"ENST00000325558"	"ENST00000325558.11"	"NM_001079807.4"
"ENSG00000186496"	"ENSG00000186496.13"	"ENST00000589332"	"ENST00000589332.7"	"NM_001322286.2"
"ENSG00000235711"	"ENSG00000235711.5"	"ENST00000421388"	"ENST00000421388.4"	"NM_001146341.2"
"ENSG00000125304"	"ENSG00000125304.11"	"ENST00000376387"	"ENST00000376387.5"	"NM_004800.3"
"ENSG00000184347"	"ENSG00000184347.16"	"ENST00000519560"	"ENST00000519560.6"	"NM_003062.4"
"ENSG00000188112"	"ENSG00000188112.10"	"ENST00000341865"	"ENST00000341865.9"	"NM_001164446.3"
"ENSG00000180660"	"ENSG00000180660.10"	"ENST00000379919"	"ENST00000379919.6"	"NM_005584.5"
"ENSG00000105672"	"ENSG00000105672.15"	"ENST00000402764"	"ENST00000402764.6"	"NM_014209.4"
"ENSG00000105668"	"ENSG00000105668.8"	"ENST00000222275"	"ENST00000222275.3"	"NM_007000.4"
"ENSG00000185662"	"ENSG00000185662.11"	"ENST00000523047"	"ENST00000523047.4"	"NM_001289970.2"
"ENSG00000158578"	"ENSG00000158578.22"	"ENST00000650242"	"ENST00000650242.1"	"NM_000032.5"
"ENSG00000256713"	"ENSG00000256713.8"	"ENST00000312403"	"ENST00000312403.10"	"NM_014224.5"
"ENSG00000157343"	"ENSG00000157343.9"	"ENST00000373866"	"ENST00000373866.4"	"NM_001286574.2"
"ENSG00000172232"	"ENSG00000172232.10"	"ENST00000233997"	"ENST00000233997.4"	"NM_001700.5"
"ENSG00000204140"	"ENSG00000204140.10"	"ENST00000373861"	"ENST00000373861.6"	"NM_001010886.5"
"ENSG00000175066"	"ENSG00000175066.16"	"ENST00000392993"	"ENST00000392993.7"	"NM_001039547.3"
"ENSG00000197753"	"ENSG00000197753.11"	"ENST00000360215"	"ENST00000360215.3"	"NM_182548.4"
"ENSG00000196415"	"ENSG00000196415.10"	"ENST00000234347"	"ENST00000234347.10"	"NM_002777.4"
"ENSG00000099991"	"ENSG00000099991.19"	"ENST00000263119"	"ENST00000263119.10"	"NM_012295.4"
"ENSG00000197467"	"ENSG00000197467.17"	"ENST00000645393"	"ENST00000645393.2"	"NM_001368882.1"
"ENSG00000101624"	"ENSG00000101624.12"	"ENST00000262127"	"ENST00000262127.7"	"NM_024899.4"
"ENSG00000139220"	"ENSG00000139220.17"	"ENST00000549396"	"ENST00000549396.6"	"NM_003625.5"
"ENSG00000267631"	"ENSG00000267631.5"	"ENST00000301407"	"ENST00000301407.8"	"NM_033377.2"
"ENSG00000204950"	"ENSG00000204950.4"	"ENST00000378075"	"ENST00000378075.4"	"NM_001145077.2"
"ENSG00000062096"	"ENSG00000062096.16"	"ENST00000381127"	"ENST00000381127.6"	"NM_001201539.2"
"ENSG00000250722"	"ENSG00000250722.6"	"ENST00000514985"	"ENST00000514985.6"	"NM_005410.4"
"ENSG00000178297"	"ENSG00000178297.15"	"ENST00000696167"	"ENST00000696167.1"	"NM_001395513.1"
"ENSG00000174013"	"ENSG00000174013.8"	"ENST00000311630"	"ENST00000311630.7"	"NM_001105573.2"
"ENSG00000160305"	"ENSG00000160305.20"	"ENST00000417564"	"ENST00000417564.3"	"NM_015151.4"
"ENSG00000204382"	"ENSG00000204382.13"	"ENST00000375616"	"ENST00000375616.6"	"NM_001097604.3"
"ENSG00000149480"	"ENSG00000149480.7"	"ENST00000278823"	"ENST00000278823.7"	"NM_004739.4"
"ENSG00000253548"	"ENSG00000253548.1"	"ENST00000518817"	"ENST00000518817.1"	"NM_001083308.1"
"ENSG00000181896"	"ENSG00000181896.12"	"ENST00000592502"	"ENST00000592502.2"	"NM_033204.4"
"ENSG00000163961"	"ENSG00000163961.4"	"ENST00000318037"	"ENST00000318037.3"	"NM_152617.4"
"ENSG00000100341"	"ENSG00000100341.14"	"ENST00000216177"	"ENST00000216177.9"	"NM_138814.4"
"ENSG00000180611"	"ENSG00000180611.7"	"ENST00000392452"	"ENST00000392452.3"	"NM_178496.4"
"ENSG00000196839"	"ENSG00000196839.15"	"ENST00000372874"	"ENST00000372874.9"	"NM_000022.4"
"ENSG00000105708"	"ENSG00000105708.9"	"ENST00000344099"	"ENST00000344099.4"	"NM_021030.3"
"ENSG00000149489"	"ENSG00000149489.9"	"ENST00000278833"	"ENST00000278833.4"	"NM_000327.4"
"ENSG00000112679"	"ENSG00000112679.15"	"ENST00000419235"	"ENST00000419235.7"	"NM_001286555.3"
"ENSG00000125741"	"ENSG00000125741.6"	"ENST00000263275"	"ENST00000263275.5"	"NM_025136.4"
"ENSG00000182132"	"ENSG00000182132.15"	"ENST00000328939"	"ENST00000328939.9"	"NM_014592.4"
"ENSG00000185085"	"ENSG00000185085.2"	"ENST00000330574"	"ENST00000330574.2"	"NM_030628.2"
"ENSG00000205835"	"ENSG00000205835.9"	"ENST00000442080"	"ENST00000442080.6"	"NM_001146686.3"
"ENSG00000134265"	"ENSG00000134265.14"	"ENST00000322897"	"ENST00000322897.11"	"NM_003826.3"
"ENSG00000278615"	"ENSG00000278615.5"	"ENST00000524958"	"ENST00000524958.6"	"NM_001286086.2"
"ENSG00000182836"	"ENSG00000182836.11"	"ENST00000377801"	"ENST00000377801.8"	"NM_001005473.3"
"ENSG00000173261"	"ENSG00000173261.9"	"ENST00000311450"	"ENST00000311450.9"	"NM_001029869.3"
"ENSG00000120471"	"ENSG00000120471.16"	"ENST00000531399"	"ENST00000531399.6"	"NM_022112.3"
"ENSG00000105639"	"ENSG00000105639.21"	"ENST00000458235"	"ENST00000458235.7"	"NM_000215.4"
"ENSG00000128271"	"ENSG00000128271.23"	"ENST00000337539"	"ENST00000337539.12"	"NM_000675.6"
"ENSG00000165325"	"ENSG00000165325.15"	"ENST00000298050"	"ENST00000298050.9"	"NM_181645.4"
"ENSG00000019995"	"ENSG00000019995.6"	"ENST00000359653"	"ENST00000359653.4"	"NM_017580.3"
"ENSG00000119938"	"ENSG00000119938.9"	"ENST00000238994"	"ENST00000238994.6"	"NM_005398.7"
"ENSG00000152778"	"ENSG00000152778.10"	"ENST00000371795"	"ENST00000371795.5"	"NM_012420.3"
"ENSG00000179826"	"ENSG00000179826.8"	"ENST00000621697"	"ENST00000621697.2"	"NM_001370464.1"
"ENSG00000105641"	"ENSG00000105641.4"	"ENST00000222248"	"ENST00000222248.4"	"NM_000453.3"
"ENSG00000176495"	"ENSG00000176495.3"	"ENST00000641998"	"ENST00000641998.1"	"NM_001004729.2"
"ENSG00000081154"	"ENSG00000081154.12"	"ENST00000265260"	"ENST00000265260.8"	"NM_020357.3"
"ENSG00000176798"	"ENSG00000176798.3"	"ENST00000641819"	"ENST00000641819.1"	"NM_001004755.2"
"ENSG00000172487"	"ENSG00000172487.4"	"ENST00000533152"	"ENST00000533152.3"	"NM_001005205.3"
"ENSG00000181518"	"ENSG00000181518.4"	"ENST00000641687"	"ENST00000641687.1"	"NM_001005197.2"
"ENSG00000158470"	"ENSG00000158470.6"	"ENST00000371711"	"ENST00000371711.4"	"NM_004776.4"
"ENSG00000174982"	"ENSG00000174982.4"	"ENST00000641692"	"ENST00000641692.1"	"NM_001004059.3"
"ENSG00000181903"	"ENSG00000181903.7"	"ENST00000314259"	"ENST00000314259.5"	"NM_001004704.2"
"ENSG00000181767"	"ENSG00000181767.3"	"ENST00000313503"	"ENST00000313503.2"	"NM_001386064.1"
"ENSG00000172742"	"ENSG00000172742.6"	"ENST00000641962"	"ENST00000641962.1"	"NM_001004711.2"
"ENSG00000181009"	"ENSG00000181009.5"	"ENST00000641181"	"ENST00000641181.1"	"NM_001385662.1"
"ENSG00000154493"	"ENSG00000154493.20"	"ENST00000488181"	"ENST00000488181.3"	"NM_001350921.2"
"ENSG00000183389"	"ENSG00000183389.5"	"ENST00000641156"	"ENST00000641156.1"	"NM_001005179.4"
"ENSG00000244462"	"ENSG00000244462.9"	"ENST00000374114"	"ENST00000374114.8"	"NM_006047.6"
"ENSG00000171944"	"ENSG00000171944.2"	"ENST00000307388"	"ENST00000307388.2"	"NM_001005160.3"
"ENSG00000196341"	"ENSG00000196341.3"	"ENST00000641015"	"ENST00000641015.1"	"NM_001002917.2"
"ENSG00000163705"	"ENSG00000163705.13"	"ENST00000450660"	"ENST00000450660.3"	"NM_001164839.2"
"ENSG00000172769"	"ENSG00000172769.4"	"ENST00000641865"	"ENST00000641865.1"	"NM_001005469.2"
"ENSG00000189430"	"ENSG00000189430.13"	"ENST00000291890"	"ENST00000291890.9"	"NM_004829.7"
"ENSG00000182070"	"ENSG00000182070.7"	"ENST00000380367"	"ENST00000380367.3"	"NM_012375.3"
"ENSG00000172324"	"ENSG00000172324.6"	"ENST00000302040"	"ENST00000302040.6"	"NM_001001954.2"
"ENSG00000141384"	"ENSG00000141384.14"	"ENST00000269142"	"ENST00000269142.10"	"NM_005640.3"
"ENSG00000173210"	"ENSG00000173210.21"	"ENST00000309868"	"ENST00000309868.12"	"NM_014945.5"
"ENSG00000101282"	"ENSG00000101282.10"	"ENST00000217260"	"ENST00000217260.9"	"NM_001029871.4"
"ENSG00000182634"	"ENSG00000182634.9"	"ENST00000641585"	"ENST00000641585.1"	"NM_001004463.2"
"ENSG00000181001"	"ENSG00000181001.3"	"ENST00000641645"	"ENST00000641645.1"	"NM_001001913.2"
"ENSG00000172365"	"ENSG00000172365.4"	"ENST00000641342"	"ENST00000641342.2"	"NM_001005566.3"
"ENSG00000174937"	"ENSG00000174937.5"	"ENST00000641993"	"ENST00000641993.1"	"NM_001004742.3"
"ENSG00000197125"	"ENSG00000197125.3"	"ENST00000642064"	"ENST00000642064.1"	"NM_012378.2"
"ENSG00000148680"	"ENSG00000148680.16"	"ENST00000336152"	"ENST00000336152.8"	"NM_019859.4"
"ENSG00000124233"	"ENSG00000124233.13"	"ENST00000372781"	"ENST00000372781.4"	"NM_003007.5"
"ENSG00000188817"	"ENSG00000188817.8"	"ENST00000343837"	"ENST00000343837.8"	"NM_001080537.2"
"ENSG00000163634"	"ENSG00000163634.12"	"ENST00000295899"	"ENST00000295899.10"	"NM_025075.4"
"ENSG00000127743"	"ENSG00000127743.6"	"ENST00000261796"	"ENST00000261796.4"	"NM_014443.3"
"ENSG00000196954"	"ENSG00000196954.14"	"ENST00000444739"	"ENST00000444739.7"	"NM_001225.4"
"ENSG00000160439"	"ENSG00000160439.16"	"ENST00000415061"	"ENST00000415061.8"	"NM_001145971.2"
"ENSG00000240045"	"ENSG00000240045.2"	"ENST00000489090"	"ENST00000489090.2"	"NM_001352129.2"
"ENSG00000174255"	"ENSG00000174255.8"	"ENST00000482457"	"ENST00000482457.4"	"NM_007136.4"
"ENSG00000198585"	"ENSG00000198585.12"	"ENST00000521288"	"ENST00000521288.2"	"NM_152395.3"
"ENSG00000166979"	"ENSG00000166979.14"	"ENST00000300255"	"ENST00000300255.7"	"NM_058187.5"
"ENSG00000181744"	"ENSG00000181744.9"	"ENST00000315691"	"ENST00000315691.8"	"NM_173552.5"
"ENSG00000198838"	"ENSG00000198838.15"	"ENST00000634891"	"ENST00000634891.2"	"NM_001036.6"
"ENSG00000128294"	"ENSG00000128294.17"	"ENST00000338754"	"ENST00000338754.9"	"NM_003595.5"
"ENSG00000145860"	"ENSG00000145860.13"	"ENST00000424310"	"ENST00000424310.7"	"NM_001199383.2"
"ENSG00000124159"	"ENSG00000124159.18"	"ENST00000372756"	"ENST00000372756.6"	"NM_001393530.1"
"ENSG00000187848"	"ENSG00000187848.15"	"ENST00000643471"	"ENST00000643471.2"	"NM_170682.4"
"ENSG00000124440"	"ENSG00000124440.16"	"ENST00000377670"	"ENST00000377670.9"	"NM_152795.4"
"ENSG00000172367"	"ENSG00000172367.16"	"ENST00000355547"	"ENST00000355547.10"	"NM_001168468.2"
"ENSG00000176105"	"ENSG00000176105.15"	"ENST00000314574"	"ENST00000314574.5"	"NM_005433.4"
"ENSG00000164256"	"ENSG00000164256.11"	"ENST00000296682"	"ENST00000296682.4"	"NM_020227.4"
"ENSG00000163888"	"ENSG00000163888.4"	"ENST00000296238"	"ENST00000296238.4"	"NM_033259.3"
"ENSG00000167791"	"ENSG00000167791.14"	"ENST00000294288"	"ENST00000294288.5"	"NM_016366.3"
"ENSG00000285891"	"ENSG00000285891.2"	"ENST00000648368"	"ENST00000648368.2"	"NM_001395436.2"
"ENSG00000188573"	"ENSG00000188573.8"	"ENST00000338333"	"ENST00000338333.5"	"NM_001355274.2"
"ENSG00000181585"	"ENSG00000181585.7"	"ENST00000643606"	"ENST00000643606.3"	"NM_147196.3"
"ENSG00000158290"	"ENSG00000158290.20"	"ENST00000371322"	"ENST00000371322.11"	"NM_001079872.2"
"ENSG00000283706"	"ENSG00000283706.2"	"ENST00000315170"	"ENST00000315170.13"	"NM_013270.5"
"ENSG00000170782"	"ENSG00000170782.3"	"ENST00000379829"	"ENST00000379829.2"	"NM_207186.2"
"ENSG00000174914"	"ENSG00000174914.3"	"ENST00000642097"	"ENST00000642097.1"	"NM_001005213.2"
"ENSG00000169515"	"ENSG00000169515.9"	"ENST00000307522"	"ENST00000307522.5"	"NM_032040.5"
"ENSG00000254466"	"ENSG00000254466.2"	"ENST00000530162"	"ENST00000530162.2"	"NM_001004705.2"
"ENSG00000180532"	"ENSG00000180532.12"	"ENST00000318203"	"ENST00000318203.9"	"NM_152677.4"
"ENSG00000188211"	"ENSG00000188211.9"	"ENST00000338965"	"ENST00000338965.9"	"NM_001202439.3"
"ENSG00000172061"	"ENSG00000172061.9"	"ENST00000347624"	"ENST00000347624.4"	"NM_130830.5"
"ENSG00000141965"	"ENSG00000141965.5"	"ENST00000269856"	"ENST00000269856.5"	"NM_018708.3"
"ENSG00000139372"	"ENSG00000139372.15"	"ENST00000392872"	"ENST00000392872.8"	"NM_003211.6"
"ENSG00000185112"	"ENSG00000185112.6"	"ENST00000329759"	"ENST00000329759.6"	"NM_153690.5"
"ENSG00000288625"	"ENSG00000288625.1"	"ENST00000676205"	"ENST00000676205.1"	"NM_001414893.1"
"ENSG00000288645"	"ENSG00000288645.1"	"ENST00000676296"	"ENST00000676296.1"	"NM_001414947.1"
"ENSG00000136104"	"ENSG00000136104.23"	"ENST00000336617"	"ENST00000336617.8"	"NM_024570.4"
"ENSG00000188162"	"ENSG00000188162.12"	"ENST00000399397"	"ENST00000399397.6"	"NM_001292063.2"
"ENSG00000022277"	"ENSG00000022277.14"	"ENST00000357348"	"ENST00000357348.10"	"NM_016407.5"
"ENSG00000134109"	"ENSG00000134109.11"	"ENST00000256497"	"ENST00000256497.9"	"NM_014674.3"
"ENSG00000156113"	"ENSG00000156113.25"	"ENST00000286628"	"ENST00000286628.14"	"NM_001161352.2"
"ENSG00000166359"	"ENSG00000166359.11"	"ENST00000355868"	"ENST00000355868.4"	"NM_173479.4"
"ENSG00000139304"	"ENSG00000139304.16"	"ENST00000644991"	"ENST00000644991.3"	"NM_001145026.2"
"ENSG00000130881"	"ENSG00000130881.14"	"ENST00000253193"	"ENST00000253193.9"	"NM_002333.4"
"ENSG00000110244"	"ENSG00000110244.7"	"ENST00000357780"	"ENST00000357780.5"	"NM_000482.4"
"ENSG00000184478"	"ENSG00000184478.8"	"ENST00000641160"	"ENST00000641160.1"	"NM_001003443.3"
"ENSG00000184698"	"ENSG00000184698.5"	"ENST00000642046"	"ENST00000642046.1"	"NM_001004756.3"
"ENSG00000077713"	"ENSG00000077713.20"	"ENST00000217909"	"ENST00000217909.8"	"NM_145305.3"
"ENSG00000187918"	"ENSG00000187918.6"	"ENST00000641930"	"ENST00000641930.1"	"NM_001004754.3"
"ENSG00000181963"	"ENSG00000181963.5"	"ENST00000325719"	"ENST00000325719.4"	"NM_001005172.2"
"ENSG00000196778"	"ENSG00000196778.4"	"ENST00000641528"	"ENST00000641528.1"	"NM_001005171.3"
"ENSG00000170935"	"ENSG00000170935.9"	"ENST00000509000"	"ENST00000509000.3"	"NM_001348372.2"
"ENSG00000182791"	"ENSG00000182791.5"	"ENST00000333861"	"ENST00000333861.5"	"NM_018219.3"
"ENSG00000149657"	"ENSG00000149657.21"	"ENST00000279068"	"ENST00000279068.11"	"NM_144703.3"
"ENSG00000165899"	"ENSG00000165899.12"	"ENST00000547103"	"ENST00000547103.7"	"NM_001378609.3"
"ENSG00000147246"	"ENSG00000147246.11"	"ENST00000276198"	"ENST00000276198.6"	"NM_000868.4"
"ENSG00000197790"	"ENSG00000197790.1"	"ENST00000360213"	"ENST00000360213.1"	"NM_001004137.1"
"ENSG00000255012"	"ENSG00000255012.3"	"ENST00000641076"	"ENST00000641076.1"	"NM_001004740.2"
"ENSG00000176925"	"ENSG00000176925.8"	"ENST00000322110"	"ENST00000322110.8"	"NM_001004753.2"
"ENSG00000284609"	"ENSG00000284609.2"	"ENST00000641139"	"ENST00000641139.1"	"NM_001005467.2"
"ENSG00000284680"	"ENSG00000284680.3"	"ENST00000641451"	"ENST00000641451.2"	"NM_001005468.2"
"ENSG00000166147"	"ENSG00000166147.16"	"ENST00000316623"	"ENST00000316623.10"	"NM_000138.5"
"ENSG00000170683"	"ENSG00000170683.7"	"ENST00000642047"	"ENST00000642047.1"	"NM_001003745.2"
"ENSG00000170790"	"ENSG00000170790.6"	"ENST00000641461"	"ENST00000641461.1"	"NM_001004460.2"
"ENSG00000155008"	"ENSG00000155008.17"	"ENST00000373173"	"ENST00000373173.7"	"NM_198450.6"
"ENSG00000172320"	"ENSG00000172320.4"	"ENST00000641045"	"ENST00000641045.1"	"NM_001004728.2"
"ENSG00000176893"	"ENSG00000176893.6"	"ENST00000641926"	"ENST00000641926.1"	"NM_001005238.2"
"ENSG00000176895"	"ENSG00000176895.9"	"ENST00000641490"	"ENST00000641490.1"	"NM_001004749.2"
"ENSG00000184194"	"ENSG00000184194.7"	"ENST00000332582"	"ENST00000332582.5"	"NM_018969.6"
"ENSG00000180974"	"ENSG00000180974.5"	"ENST00000641726"	"ENST00000641726.1"	"NM_001005165.2"
"ENSG00000181698"	"ENSG00000181698.5"	"ENST00000641665"	"ENST00000641665.1"	"NM_001004745.2"
"ENSG00000184933"	"ENSG00000184933.6"	"ENST00000641196"	"ENST00000641196.1"	"NM_003696.3"
"ENSG00000076944"	"ENSG00000076944.18"	"ENST00000221283"	"ENST00000221283.10"	"NM_006949.4"
"ENSG00000197428"	"ENSG00000197428.3"	"ENST00000641817"	"ENST00000641817.1"	"NM_001004751.3"
"ENSG00000180785"	"ENSG00000180785.10"	"ENST00000396952"	"ENST00000396952.6"	"NM_152430.4"
"ENSG00000188124"	"ENSG00000188124.4"	"ENST00000641124"	"ENST00000641124.1"	"NM_001004490.2"
"ENSG00000168356"	"ENSG00000168356.13"	"ENST00000302328"	"ENST00000302328.9"	"NM_001349253.2"
"ENSG00000196396"	"ENSG00000196396.11"	"ENST00000371621"	"ENST00000371621.5"	"NM_002827.4"
"ENSG00000234560"	"ENSG00000234560.5"	"ENST00000641224"	"ENST00000641224.2"	"NM_001004464.2"
"ENSG00000079841"	"ENSG00000079841.20"	"ENST00000521978"	"ENST00000521978.6"	"NM_014989.7"
"ENSG00000172987"	"ENSG00000172987.14"	"ENST00000370552"	"ENST00000370552.8"	"NM_021828.5"
"ENSG00000205497"	"ENSG00000205497.5"	"ENST00000641898"	"ENST00000641898.1"	"NM_001005329.2"
"ENSG00000244411"	"ENSG00000244411.4"	"ENST00000398536"	"ENST00000398536.6"	"NM_001012503.2"
"ENSG00000241233"	"ENSG00000241233.4"	"ENST00000398534"	"ENST00000398534.4"	"NM_021046.3"
"ENSG00000254997"	"ENSG00000254997.4"	"ENST00000528743"	"ENST00000528743.4"	"NM_005553.4"
"ENSG00000204572"	"ENSG00000204572.10"	"ENST00000398531"	"ENST00000398531.3"	"NM_001012710.2"
"ENSG00000177558"	"ENSG00000177558.4"	"ENST00000324675"	"ENST00000324675.4"	"NM_152481.2"
"ENSG00000177383"	"ENSG00000177383.5"	"ENST00000317897"	"ENST00000317897.5"	"NM_022149.5"
"ENSG00000167822"	"ENSG00000167822.3"	"ENST00000642058"	"ENST00000642058.1"	"NM_001004064.2"
"ENSG00000187068"	"ENSG00000187068.3"	"ENST00000335012"	"ENST00000335012.3"	"NM_001025266.3"
"ENSG00000167332"	"ENSG00000167332.9"	"ENST00000396950"	"ENST00000396950.4"	"NM_030774.4"
"ENSG00000254737"	"ENSG00000254737.3"	"ENST00000641722"	"ENST00000641722.1"	"NM_001004462.2"
